"Time","MAC Address","Service Data"
"2022-08-30 20:53:17.215","09:94:0d:46:5c:85","5afd120b2801-f50af46383ba2b50-c3000000ccc1d3e6"
"2022-08-30 21:08:47.257","0c:ff:cb:c7:ec:a6","5afd120c2801-cd26737412340f22-c3000000af732eca"
"2022-08-30 21:24:17.377","0a:92:a8:d4:b8:08","5afd120d2801-a574302398d6965b-c30000009210234b"
"2022-08-30 21:39:47.499","14:e6:15:d8:fa:45","5afd120e2801-b7581a6198330a4e-c300000098fe9d84"
"2022-08-30 21:55:17.612","24:87:a9:e4:d3:63","5afd120f2801-11c13ee06bdd189f-c30000004737d9b6"
"2022-08-30 22:10:47.728","11:53:28:59:7b:02","5afd12102801-1db4923b15e2ea4d-c30000003f1ed015"
"2022-08-30 22:26:17.818","1d:74:f5:4e:9f:72","5afd12112801-a1566bebc11423b0-c30000007bcc7b91"
"2022-08-30 22:41:47.936","0c:de:ae:57:9c:0b","5afd12122801-f7ef99e0df6edbe0-c30000005351e1d5"
"2022-08-30 22:57:18.059","30:06:ed:16:a6:d1","5afd12132801-9a5f267d18596a91-c30000000bddffa7"
"2022-08-30 23:12:48.087","11:57:eb:aa:61:b7","5afd12142801-f89facdf43eb2474-c30000002bf13c31"
"2022-08-30 23:28:18.204","17:4e:ab:6a:e6:f0","5afd13152801-7b0084443ee917d7-c3000000475cb028"
"2022-08-30 23:43:48.323","3c:f1:ec:ce:f7:ab","5afd13162801-7b0084443ee917d7-c30000007ce05a76"
"2022-08-30 23:59:18.445","3e:a7:b1:6d:83:96","5afd13172801-7b0084443ee917d7-c300000041add25e"
"2022-08-31 00:14:48.523","12:84:78:9e:f8:0f","5afd13182801-7b0084443ee917d7-c30000000a996cf7"
"2022-08-31 00:30:18.639","04:2d:34:9d:6c:a2","5afd13192801-7b0084443ee917d7-c300000032990018"
"2022-08-31 00:30:18.640","07:cb:1c:c9:30:5c","5afd131a2801-7b0084443ee917d7-c30000007828b83e"
"2022-08-31 00:45:48.757","37:40:86:93:c0:76","5afd131b2801-7b0084443ee917d7-c3000000774e6833"
"2022-08-31 01:01:18.781","08:22:3c:31:1d:6f","5afd131c2801-7b0084443ee917d7-c30000004fdceb6b"
"2022-08-31 01:16:48.887","15:08:46:ee:a9:45","5afd131d2801-7b0084443ee917d7-c30000004dd4416e"
"2022-08-31 01:32:19.008","2c:06:35:09:20:c8","5afd131e2801-7b0084443ee917d7-c30000002417233b"
"2022-08-31 01:47:49.128","3c:bb:eb:ed:87:f5","5afd131f2801-7b0084443ee917d7-c30000004a6b09f0"
"2022-08-31 02:03:19.205","26:7c:65:3f:a4:ef","5afd13202801-7b0084443ee917d7-c300000048c5b93e"
"2022-08-31 02:18:49.333","37:34:e8:e0:49:ce","5afd13212801-7b0084443ee917d7-c30000004c75ebb3"
"2022-08-31 02:34:19.457","0a:bd:f6:fc:51:cd","5afd13222801-7b0084443ee917d7-c300000088c8af1a"
"2022-08-31 02:49:49.583","02:87:58:74:21:1c","5afd13232801-7b0084443ee917d7-c3000000b850ecef"
"2022-08-31 03:05:19.701","3a:aa:ae:74:27:33","5afd13242801-7b0084443ee917d7-c3000000ed6cdba0"
"2022-08-31 03:20:49.753","21:f2:1e:44:b3:08","5afd13252801-7b0084443ee917d7-c30000000a0f1544"
"2022-08-31 03:36:19.874","12:3b:4d:ca:41:7e","5afd13262801-7b0084443ee917d7-c3000000a4b1e863"
"2022-08-31 03:51:49.991","06:f2:04:8c:09:04","5afd13272801-7b0084443ee917d7-c3000000c952dd2b"
"2022-08-31 04:07:20.015","3c:9b:9b:7f:f6:33","5afd13282801-7b0084443ee917d7-c30000002252619a"
"2022-08-31 04:22:50.137","35:90:34:55:8a:12","5afd13292801-7b0084443ee917d7-c30000007bebb37b"
"2022-08-31 04:38:20.163","3b:e8:79:e9:52:2d","5afd132a2801-7b0084443ee917d7-c30000002bd928d0"
"2022-08-31 04:53:50.280","2c:d1:da:5b:65:11","5afd132b2801-7b0084443ee917d7-c300000023cb3d00"
"2022-08-31 05:09:20.368","0f:68:db:c0:65:fa","5afd132c2801-7b0084443ee917d7-c30000007bd31727"
"2022-08-31 05:24:50.489","03:ab:6e:2b:4f:47","5afd132d2801-7b0084443ee917d7-c3000000a8423185"
"2022-08-31 05:40:20.605","02:f3:64:f4:51:a9","5afd132e2801-7b0084443ee917d7-c3000000d35c612a"
"2022-08-31 05:55:50.648","31:37:ab:30:ac:74","5afd132f2801-7b0084443ee917d7-c30000003544d47a"
"2022-08-31 06:11:20.696","31:74:80:d3:20:d2","5afd13302801-7b0084443ee917d7-c300000013c7a27f"
"2022-08-31 06:26:50.714","0c:b6:48:e0:4c:1b","5afd13312801-7b0084443ee917d7-c3000000d2eddd63"
"2022-08-31 06:42:20.832","3a:90:49:7e:a3:ca","5afd13322801-7b0084443ee917d7-c3000000237fa2b4"
"2022-08-31 06:57:50.949","3c:6e:c3:1a:4a:bd","5afd13332801-7b0084443ee917d7-c300000065400a01"
"2022-08-31 07:13:20.966","22:fe:4d:bd:33:2d","5afd13342801-7b0084443ee917d7-c3000000dbf2baa9"
"2022-08-31 07:28:50.992","1c:05:4d:38:dc:2a","5afd13352801-7b0084443ee917d7-c300000033f79cd2"
"2022-08-31 07:44:21.056","08:a9:22:bc:81:89","5afd13362801-7b0084443ee917d7-c3000000ed8c71dc"
"2022-08-31 07:59:51.123","22:de:de:3c:0b:3a","5afd13372801-7b0084443ee917d7-c3000000abd47747"
"2022-08-31 08:15:21.175","02:f3:3c:0a:f5:f5","5afd13382801-7b0084443ee917d7-c300000009f702a0"
"2022-08-31 08:15:21.176","26:42:3e:07:2f:08","5afd13392801-7b0084443ee917d7-c30000007d33125a"
"2022-08-31 08:30:51.191","1f:1f:74:f0:e7:51","5afd133a2801-7b0084443ee917d7-c3000000abf66153"
"2022-08-31 08:46:21.310","2a:4c:5f:97:91:23","5afd133b2801-7b0084443ee917d7-c30000008ed3b148"
"2022-08-31 09:01:51.375","03:48:2b:8f:51:59","5afd133c2801-7b0084443ee917d7-c3000000ee235084"
"2022-08-31 09:17:21.466","12:f6:ff:0e:c3:64","5afd133d2801-7b0084443ee917d7-c30000008e0eed91"
"2022-08-31 09:32:51.585","35:72:a9:c8:91:00","5afd133e2801-7b0084443ee917d7-c3000000f20327e2"
"2022-08-31 09:48:21.634","2f:60:4e:1f:76:19","5afd133f2801-7b0084443ee917d7-c3000000459e49fe"
"2022-08-31 10:03:51.755","3d:4b:fa:c9:d2:90","5afd13402801-7b0084443ee917d7-c300000032086991"
"2022-08-31 10:19:21.872","2d:37:56:d6:f1:78","5afd13412801-7b0084443ee917d7-c30000005b89d8ef"
"2022-08-31 10:34:51.894","38:91:e9:29:9e:36","5afd13422801-7b0084443ee917d7-c3000000d174f6fb"
"2022-08-31 10:50:21.994","04:94:78:c6:2d:ec","5afd13432801-7b0084443ee917d7-c300000090e50025"
"2022-08-31 11:05:52.121","1a:21:88:69:a1:6b","5afd13442801-7b0084443ee917d7-c3000000c376b1cd"
"2022-08-31 11:21:22.235","31:f9:8b:e2:33:8d","5afd13452801-7b0084443ee917d7-c3000000f0540446"
"2022-08-31 11:36:52.325","1a:31:9e:49:38:26","5afd13462801-7b0084443ee917d7-c300000059ec3253"
"2022-08-31 11:52:22.442","2a:32:29:27:e9:82","5afd13472801-7b0084443ee917d7-c3000000427f7aa8"
"2022-08-31 12:07:52.504","1a:b9:e9:1f:94:4f","5afd13482801-7b0084443ee917d7-c3000000e741b230"
"2022-08-31 12:23:22.589","29:a8:57:53:9a:22","5afd13492801-7b0084443ee917d7-c30000003d991cfc"
"2022-08-31 12:38:52.714","38:21:b6:9a:e3:be","5afd134a2801-7b0084443ee917d7-c3000000f7d2ad65"
"2022-08-31 12:54:22.833","1f:91:ab:15:f7:af","5afd134b2801-7b0084443ee917d7-c3000000dec3417f"
"2022-08-31 13:09:52.953","26:3e:11:94:a4:4d","5afd134c2801-7b0084443ee917d7-c3000000aed7b247"
"2022-08-31 13:25:22.993","2c:6c:d1:f8:e9:87","5afd134d2801-7b0084443ee917d7-c3000000cde53a66"
"2022-08-31 13:40:53.109","2b:4d:31:18:45:15","5afd134e2801-7b0084443ee917d7-c30000008fe1fb13"
"2022-08-31 13:56:23.226","0f:50:fd:01:4d:a3","5afd134f2801-7b0084443ee917d7-c30000005c9bb8d0"
"2022-08-31 14:11:53.347","10:f4:27:8c:b4:54","5afd13502801-7b0084443ee917d7-c30000004b46beae"
"2022-08-31 14:27:23.466","3e:4a:9f:96:e4:7d","5afd13512801-7b0084443ee917d7-c3000000f6e3c840"
"2022-08-31 14:42:53.508","1b:e4:43:df:19:59","5afd13522801-7b0084443ee917d7-c3000000f4e35070"
"2022-08-31 14:58:23.596","14:20:bd:ae:69:df","5afd13532801-7b0084443ee917d7-c3000000df9f7267"
"2022-08-31 15:13:53.712","1a:8c:3c:1a:f7:d8","5afd13542801-7b0084443ee917d7-c30000000fe97abd"
"2022-08-31 15:29:23.798","39:53:ac:a3:59:2c","5afd13552801-7b0084443ee917d7-c30000009d385554"
"2022-08-31 15:44:53.913","29:f4:f4:f8:4a:db","5afd13562801-7b0084443ee917d7-c30000002392a72e"
"2022-08-31 16:00:23.949","2f:cb:44:ed:d1:3f","5afd13572801-7b0084443ee917d7-c3000000ef473f48"
"2022-08-31 16:00:23.950","10:34:a8:63:88:d7","5afd13582801-7b0084443ee917d7-c300000046867f29"
"2022-08-31 16:15:54.067","14:24:eb:fd:f8:2b","5afd13592801-7b0084443ee917d7-c3000000b761146f"
"2022-08-31 16:31:24.156","04:5b:69:ca:42:46","5afd135a2801-7b0084443ee917d7-c3000000c5f75214"
"2022-08-31 16:46:54.175","0b:b7:46:94:34:5d","5afd135b2801-7b0084443ee917d7-c30000001b784372"
"2022-08-31 17:02:24.292","29:62:b1:4a:37:ae","5afd135c2801-7b0084443ee917d7-c3000000947d5fa2"
"2022-08-31 17:17:54.326","13:2b:54:eb:53:d0","5afd135d2801-7b0084443ee917d7-c3000000b8b6b045"
"2022-08-31 17:33:24.365","03:37:d4:0d:51:28","5afd135e2801-7b0084443ee917d7-c300000010fe241a"
"2022-08-31 17:48:54.383","08:87:f1:7a:d7:22","5afd135f2801-7b0084443ee917d7-c3000000152326e5"
"2022-08-31 18:04:24.471","1d:6b:96:a2:d6:05","5afd13602801-7b0084443ee917d7-c300000039a32542"
"2022-08-31 18:19:54.594","12:ea:db:e8:24:d6","5afd13612801-7b0084443ee917d7-c300000071f3eb40"
"2022-08-31 18:35:24.715","31:c5:fd:49:31:03","5afd13622801-7b0084443ee917d7-c3000000fa6649a1"
"2022-08-31 18:50:54.742","32:10:c9:2d:dd:f5","5afd13632801-7b0084443ee917d7-c3000000a0ac51e8"
"2022-08-31 19:06:24.863","1b:f5:77:c3:67:cb","5afd13642801-7b0084443ee917d7-c3000000bb2e702d"
"2022-08-31 19:21:54.935","00:fc:3e:01:67:dc","5afd13652801-7b0084443ee917d7-c30000008cb1342b"
"2022-08-31 19:37:25.051","3f:2d:50:18:5f:40","5afd13662801-7b0084443ee917d7-c3000000b2671c1a"
"2022-08-31 19:52:55.169","19:67:cb:36:42:a4","5afd13672801-7b0084443ee917d7-c3000000e38e70e2"
"2022-08-31 20:08:25.292","03:a2:0c:a5:9a:2c","5afd13682801-7b0084443ee917d7-c30000000b0c450b"
"2022-08-31 20:23:55.408","3f:c8:7f:42:a0:42","5afd13692801-7b0084443ee917d7-c30000009166b7c9"
"2022-08-31 20:39:25.462","30:6d:f0:a2:23:37","5afd136a2801-7b0084443ee917d7-c3000000dc108cdc"
"2022-08-31 20:54:55.584","36:d5:9b:77:f8:e9","5afd136b2801-7b0084443ee917d7-c3000000a76c9f67"
"2022-08-31 21:10:25.705","36:33:ea:45:3c:c4","5afd136c2801-7b0084443ee917d7-c3000000883d0a05"
"2022-08-31 21:25:55.740","22:84:e5:bd:c1:87","5afd136d2801-7b0084443ee917d7-c3000000b129b02a"
